	KO definition	gene name	counts
988	leucine efflux protein	['NODE_69856_length_604_cov_410.035651_g26341_i0_4', 'NODE_84365_length_366_cov_421.201238_g40387_i0_2']	2
816	follistatin-related protein 5	['NODE_15196_length_3397_cov_257.655337_g3682_i0_6', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	2
1505	seizure protein 6	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	2
1058	matrix metalloproteinase-16 (membrane-inserted) [EC:3.4.24.-]	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3', 'NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	2
806	fidgetin-like protein 1 [EC:5.6.2.-]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	2
1016	lymphatic vessel endothelial hyaluronan receptor 1	['NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4']	2
1482	ribosomal RNA-processing protein 8 [EC:2.1.1.287]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
1597	serralysin [EC:3.4.24.40]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1', 'NODE_56699_length_993_cov_366.912632_g11784_i3_1']	2
791	fibrillin 2/3	['NODE_25791_length_2476_cov_566.609125_g405_i6_3', 'NODE_47558_length_1350_cov_507.627391_g13172_i0_2']	2
1043	manganese/iron transport system permease protein	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	2
1049	mating pheromone-induced death protein 2	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_67636_length_659_cov_396.870130_g24498_i0_4']	2
1057	matrix metalloproteinase-15 (membrane-inserted) [EC:3.4.24.-]	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3', 'NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	2
844	general transcriptional corepressor CYC8	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_52881_length_1133_cov_348.866972_g15343_i0_4']	2
1558	serine/threonine-protein kinase Nek1/4/5 [EC:2.7.11.1]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	2
850	glioma pathogenesis-related protein 2	['NODE_10455_length_4045_cov_509.713393_g10_i2982_1', 'NODE_10455_length_4045_cov_509.713393_g10_i2982_2']	2
1551	serine/threonine-protein kinase LATS1/2 [EC:2.7.11.1]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	2
897	histone deacetylase HOS3 [EC:3.5.1.98]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_41514_length_1611_cov_375.196429_g5989_i5_3']	2
931	integrin alpha 1	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	2
891	histidine-rich glycoprotein	['NODE_40297_length_1668_cov_702.177231_g1000_i10_2', 'NODE_61938_length_821_cov_78.356041_g20323_i0_6']	2
934	integrin alpha D	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	2
936	integrin alpha M	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	2
937	integrin alpha X	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	2
948	interleukin 15 receptor alpha	['NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4']	2
953	intestinal cell (MAK-like) kinase [EC:2.7.11.22]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_54889_length_1057_cov_1276.558185_g5029_i5_6']	2
1529	serine/threonine kinase 33 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_52881_length_1133_cov_348.866972_g15343_i0_4']	2
1512	sensitive to high expression protein 9, mitochondrial	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	2
1509	selectin, platelet	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	2
875	hedgehog interacting protein	['NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	2
874	heat shock protein HtpX [EC:3.4.24.-]	['NODE_55119_length_1049_cov_440.156064_g16443_i0_2', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_2']	2
956	iron-regulated surface determinant protein A	['NODE_60414_length_869_cov_349.640436_g18821_i1_4', 'NODE_61354_length_839_cov_358.285176_g18821_i2_3']	2
1534	serine/threonine kinase-like domain-containing protein STKLD1	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_61354_length_839_cov_358.285176_g18821_i2_5']	2
962	junctophilin	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	2
856	glutamate:GABA antiporter	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_52881_length_1133_cov_348.866972_g15343_i0_4']	2
771	envelysin [EC:3.4.24.12]	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3', 'NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	2
1064	matrix metalloproteinase-23 (CA-MMP) [EC:3.4.24.-]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1', 'NODE_56699_length_993_cov_366.912632_g11784_i3_1']	2
1461	reduction in cnn dots 2	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_84365_length_366_cov_421.201238_g40387_i0_3']	2
1132	mitogen-activated protein kinase kinase kinase 1 [EC:2.7.11.25]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	2
699	cyclin-dependent kinase [EC:2.7.11.22]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	2
685	cyclin-dependent kinase 12/13 [EC:2.7.11.22 2.7.11.23]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	2
1646	solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 2	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
679	cyclin G-associated kinase [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
1124	mitogen-activated protein kinase kinase 2 [EC:2.7.12.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	2
673	cryptochrome 1	['NODE_70679_length_586_cov_31.097606_g27086_i0_4', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
1125	mitogen-activated protein kinase kinase 3 [EC:2.7.12.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	2
672	cortactin	['NODE_61354_length_839_cov_358.285176_g18821_i2_1', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
667	contactin associated protein 1	['NODE_47558_length_1350_cov_507.627391_g13172_i0_2', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	2
1065	matrix metalloproteinase-24 (membrane-inserted) [EC:3.4.24.-]	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3', 'NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	2
1648	solute carrier family 39 (zinc transporter), member 6	['NODE_52881_length_1133_cov_348.866972_g15343_i0_4', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
656	complement factor B [EC:3.4.21.47]	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	2
899	homeobox protein ESX1	['NODE_55119_length_1049_cov_440.156064_g16443_i0_6', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_6']	2
1650	solute carrier family 5 (high affinity choline transporter), member 7	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
1143	mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	2
1464	regulator of chromosome condensation	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
653	complement component 2 [EC:3.4.21.43]	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	2
1651	solute carrier family 5 (sodium/myo-inositol cotransporter), member 11	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
706	cysteine-rich secretory protein 1/2/3	['NODE_10455_length_4045_cov_509.713393_g10_i2982_1', 'NODE_10455_length_4045_cov_509.713393_g10_i2982_2']	2
711	cytotoxic and regulatory T-cell molecule	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_52881_length_1133_cov_348.866972_g15343_i0_4']	2
717	death-associated protein 6	['NODE_54812_length_1061_cov_16.372299_g16298_i0_4', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
719	defensin, alpha	['NODE_84273_length_367_cov_1094.058642_g40295_i0_2', 'NODE_115092_length_190_cov_495.394558_g71111_i0_2']	2
1471	reticulon-4	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
759	dystrophia myotonica-protein kinase [EC:2.7.11.1]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	2
750	dual specificity protein kinase YAK1 [EC:2.7.12.1]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	2
1084	membrane protein	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
740	dolichyl-phosphooligosaccharide-protein glycotransferase [EC:2.4.99.21]	['NODE_40297_length_1668_cov_702.177231_g1000_i10_2', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
1470	reticulon-2	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
1092	merozoite surface protein 1	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_61938_length_821_cov_78.356041_g20323_i0_5']	2
739	dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
734	disabled homolog 2	['NODE_55119_length_1049_cov_440.156064_g16443_i0_6', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_6']	2
1093	merozoite surface protein 2	['NODE_52881_length_1133_cov_348.866972_g15343_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4']	2
732	dihydroorotate dehydrogenase [EC:1.3.5.2]	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
1101	methylcytosine dioxygenase TET2/3 [EC:1.14.11.80]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	2
726	diacylglycerol kinase (CTP) [EC:2.7.1.174]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
1107	microtubule-associated protein 4	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	2
1109	microtubule-associated serine/threonine kinase [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_67636_length_659_cov_396.870130_g24498_i0_4']	2
1114	mitogen-activated protein kinase 15 [EC:2.7.11.24]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	2
1123	mitogen-activated protein kinase kinase 1 [EC:2.7.12.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	2
489	basic amino acid/polyamine antiporter, APA family	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	2
933	integrin alpha 2	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	2
350	SH3 domain-containing protein 21	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
25	ADAMTS-like protein 1/3	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	2
326	Ras and Rab interactor 2/3	['NODE_60414_length_869_cov_349.640436_g18821_i1_6', 'NODE_61354_length_839_cov_358.285176_g18821_i2_1']	2
374	TMEM199 family protein	['NODE_60632_length_862_cov_543.514042_g1886_i14_4', 'NODE_69604_length_610_cov_1117.114638_g26131_i0_6']	2
121	DDB1- and CUL4-associated factor 6	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
329	Rho GTPase-activating protein 17	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_52881_length_1133_cov_348.866972_g15343_i0_6']	2
31	AP-3 complex subunit beta	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
373	THO complex subunit 2	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4', 'NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	2
300	PH-interacting protein	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
402	[histone H3]-N6,N6-dimethyl-L-lysine4 FAD-dependent demethylase [EC:1.14.99.66]	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
255	MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 17	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
299	PERQ amino acid-rich with GYF domain-containing protein	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
30	AH receptor-interacting protein	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
141	E3 ubiquitin-protein ligase DMA1/2 [EC:2.3.2.27]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
163	ESX secretion-associated protein EspI	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_61938_length_821_cov_78.356041_g20323_i0_4']	2
134	DnaJ homolog subfamily C member 14	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4', 'NODE_77157_length_462_cov_334.236277_g33225_i0_2']	2
272	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [EC:3.1.4.45]	['NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	2
182	FYVE, RhoGEF and PH domain containing 5/6	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
26	ADAMTS-like protein 2	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
412	[histone H3]-lysine9 N-trimethyltransferase EHMT [EC:2.1.1.355]	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
168	Ena/VASP-like protein	['NODE_55119_length_1049_cov_440.156064_g16443_i0_6', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_6']	2
416	a disintegrin and metalloproteinase with thrombospondin motifs 7 [EC:3.4.24.-]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
119	D-aminoacyl-tRNA deacylase [EC:3.1.1.96]	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
369	T-cell surface glycoprotein CD8 beta chain	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6', 'NODE_60170_length_877_cov_763.161871_g14550_i1_6']	2
248	MAP/microtubule affinity-regulating kinase [EC:2.7.11.1]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	2
423	acidic leucine-rich nuclear phosphoprotein 32 family member A/C/D	['NODE_40297_length_1668_cov_702.177231_g1000_i10_2', 'NODE_54812_length_1061_cov_16.372299_g16298_i0_4']	2
291	Orthopoxvirus pro-vaccinia growth factor	['NODE_48268_length_1320_cov_237.943618_g4427_i2_1', 'NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	2
435	adhesion G protein-coupled receptor L3	['NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4']	2
114	CTD kinase subunit alpha [EC:2.7.11.22 2.7.11.23]	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	2
366	T-box protein 19	['NODE_52881_length_1133_cov_348.866972_g15343_i0_2', 'NODE_60414_length_869_cov_349.640436_g18821_i1_2']	2
429	activity-dependent neuroprotector homeobox protein	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
117	CapZ-interacting protein	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
392	WNK lysine deficient protein kinase [EC:2.7.11.1]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	2
361	Schitoviridae virion DNA-directed RNA polymerase [EC:2.7.7.6]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_41514_length_1611_cov_375.196429_g5989_i5_3']	2
146	E3 ubiquitin-protein ligase Itchy [EC:2.3.2.26]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_55119_length_1049_cov_440.156064_g16443_i0_4']	2
276	NK-tumor recognition protein	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
378	U1 small nuclear ribonucleoprotein C	['NODE_60414_length_869_cov_349.640436_g18821_i1_6', 'NODE_61354_length_839_cov_358.285176_g18821_i2_1']	2
56	ATPase expression protein 2, mitochondrial	['NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4']	2
262	MICAL-like protein 1	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6', 'NODE_70819_length_582_cov_601.601113_g27209_i0_3']	2
58	Alphabaculovirus peptidase MA superfamily	['NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4']	2
34	AT-rich interactive domain-containing protein 2	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	2
205	H/ACA ribonucleoprotein complex non-core subunit NAF1	['NODE_55119_length_1049_cov_440.156064_g16443_i0_6', 'NODE_61354_length_839_cov_358.285176_g18821_i2_1']	2
208	HGF/MSP/plasminogen-like protein	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_115092_length_190_cov_495.394558_g71111_i0_3']	2
209	HHIP-like protein	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	2
32	AP2-associated kinase [EC:2.7.11.1]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5', 'NODE_61354_length_839_cov_358.285176_g18821_i2_1']	2
175	F-type H+-transporting ATPase subunit beta [EC:7.1.2.2]	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
453	alpha-2-antiplasmin	['NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4']	2
383	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	2
477	astacin [EC:3.4.24.21]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1', 'NODE_56699_length_993_cov_366.912632_g11784_i3_1']	2
455	alpha-agglutinin	['NODE_55119_length_1049_cov_440.156064_g16443_i0_4', 'NODE_55400_length_1040_cov_442.222668_g16580_i0_4']	2
148	E3 ubiquitin-protein ligase RBBP6 [EC:2.3.2.27]	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
159	EH domain-binding protein 1-like protein 1	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
125	DNA repair protein RAD7	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
7	25S rRNA (cytosine2870-C5)-methyltransferase [EC:2.1.1.310]	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
115	Ca-activated chloride channel homolog	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3', 'NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	2
149	E3 ubiquitin-protein ligase RNF145 [EC:2.3.2.27]	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6', 'NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	2
132	DedD protein	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1416	protein transport protein SEC24	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1407	protein phosphatase 1D [EC:3.1.3.16]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1425	proto-oncogene serine/threonine-protein kinase Pim-2 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1417	protein transport protein YIF1	['NODE_104004_length_234_cov_1035.371728_g60023_i0_2']	1
1424	proto-oncogene serine/threonine-protein kinase Pim-1 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1415	protein transport protein SEC20	['NODE_45129_length_1451_cov_574.861506_g9030_i3_3']	1
1413	protein three rows	['NODE_61938_length_821_cov_78.356041_g20323_i0_5']	1
133	Delta14-sterol reductase (lamin-B receptor) [EC:1.3.1.70]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
135	DnaJ homolog subfamily C member 5	['NODE_39538_length_1704_cov_115.721854_g10431_i0_6']	1
129	DNA topoisomerase 2-associated protein PAT1	['NODE_40297_length_1668_cov_702.177231_g1000_i10_2']	1
1418	protein tyrosine kinase 6 [EC:2.7.10.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1409	protein phosphatase 1H [EC:3.1.3.16]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1422	proteoglycan 3	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
1410	protein serine kinase H [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1421	protein-serine/threonine kinase [EC:2.7.11.-]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1411	protein sidekick	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1414	protein transport protein SEC13	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
138	E3 SUMO-protein ligase RanBP2 [EC:2.3.2.-]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
1406	protein phosphatase 1 regulatory subunit 10	['NODE_73238_length_532_cov_1080.766871_g29440_i0_4']	1
147	E3 ubiquitin-protein ligase LRSAM1 [EC:2.3.2.27]	['NODE_56699_length_993_cov_366.912632_g11784_i3_1']	1
1383	protein MAK16	['NODE_54812_length_1061_cov_16.372299_g16298_i0_4']	1
1381	protein LSM14	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1380	protein Jade-3	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	1
1378	protein FAM83H	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
150	E3 ubiquitin-protein ligase RNF157 [EC:2.3.2.27]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1376	protein CASC3	['NODE_47558_length_1350_cov_507.627391_g13172_i0_2']	1
151	E3 ubiquitin-protein ligase RNF186 [EC:2.3.2.27]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1374	protein BUR2	['NODE_40297_length_1668_cov_702.177231_g1000_i10_2']	1
152	E3 ubiquitin-protein ligase RNF187 [EC:2.3.2.27]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
153	E3 ubiquitin-protein ligase RNF217 [EC:2.3.2.31]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1371	proprotein convertase subtilisin/kexin type 1 [EC:3.4.21.93]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
154	E3 ubiquitin-protein ligase RNF8 [EC:2.3.2.27]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
155	EEF1A lysine methyltransferase 2 [EC:2.1.1.-]	['NODE_39538_length_1704_cov_115.721854_g10431_i0_3']	1
1368	programmed cell death 1 ligand 1	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1367	procyclin	['NODE_47558_length_1350_cov_507.627391_g13172_i0_2']	1
1384	protein N-lysine methyltransferase METTL21C [EC:2.1.1.-]	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6']	1
144	E3 ubiquitin-protein ligase HUWE1 [EC:2.3.2.26]	['NODE_54812_length_1061_cov_16.372299_g16298_i0_4']	1
1405	protein phosphatase 1 regulatory inhibitor subunit 16B	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
143	E3 ubiquitin-protein ligase HERC1 [EC:2.3.2.26]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1404	protein lin-54	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
